CustomerID,Name,Age,Gender,EducationQualification,MonthlyEarning,MonthlyExpenditure,EmploymentStatus,EmploymentDuration,RentPaymentHistory,UtilityPaymentHistory,IncomeToExpenditureRatio,CreditPaymentHistory,CreditCardLimitUsage,CreditMix,CreditHistoryLength,InsuranceConsistency,NewCredit,CreditScore
5484d865-60bf-413c-9320-63afeed5a71b,Michael Woodard,21,Male,Graduate,5699,2656.43,Full-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),2.15,1-2 Late Payments in Last 12 Months,0.52932,Only Credit Card,5-10 Years,Irregular Payments/Expired,63,57.17
bb404bc8-709a-42bc-b6da-79bba91e25a1,Ashley Mcdaniel,34,Female,Postgraduate,13192,7105.33,Part-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.86,Defaulted/Collection,0.64165,Credit Card + Multiple Loan Types,3-5 Years,No Insurance,67,45.08
24da0109-4461-4c94-a29c-c64fb8f89cba,Kevin Stokes,21,Female,Postgraduate,14960,10594.06,Part-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.41,6+ Late Payments in Last 12 Months,0.58779,Only Credit Card,<6 Months,All Active and Paid On Time,90,39.52
3242f61c-ea3d-49b2-8319-8f412467f4a3,Melissa Burton,60,Female,Below High School,16005,13355.97,Part-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),1.2,6+ Late Payments in Last 12 Months,0.27279,No Credit,10+ Years,All Active and Paid On Time,41,53.61
46983234-6246-45b9-9deb-7a4b17db4613,Leslie Boone,43,Male,Diploma,4045,1313.17,Full-Time,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),3.08,1-2 Late Payments in Last 12 Months,0.69144,No Credit,1-3 Years,Some Regular Policies,53,51.61
0b4476b2-0ab9-494f-b861-7ce964f75c10,Kimberly Davis DDS,21,Female,Graduate,6150,2108.98,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),2.92,1-2 Late Payments in Last 12 Months,0.27266,No Credit,3-5 Years,All Active and Paid On Time,78,64.04
22087d01-f41c-4c7d-8319-f3694d8b876a,Pedro Salinas,18,Male,Diploma,6328,3132.56,Contract,Less than 6 months,Excellent (100% on-time),Poor(<70% on-time),2.02,1-2 Late Payments in Last 12 Months,0.65299,Only Credit Card,1-3 Years,All Active and Paid On Time,27,53.82
3193fb1c-91bd-4f30-ab1a-ae6a31ca528c,Daniel Davis,24,Female,High School,3630,1595.99,Contract,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.27,1-2 Late Payments in Last 12 Months,0.29993,Only Credit Card,<6 Months,All Active and Paid On Time,60,58.72
e21734c6-d36f-41c9-8caa-2cd36ae71db3,Justin Johnson,47,Female,Below High School,1860,853.66,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),2.18,Always On Time,0.08242,No Credit,5-10 Years,All Active but One Missed Renewal,35,76.24
9174b136-8c0b-4c3f-ad4a-125926d24d46,Rodney Johnson,67,Male,Graduate,7615,3295.48,Full-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),2.31,Defaulted/Collection,0.12722,Credit Card + Multiple Loan Types,3-5 Years,Some Regular Policies,5,64.64
35eaede0-ea83-456b-bd8c-93df41515f1e,Jamie Banks,26,Female,Diploma,6293,2627.3,Unemployed,5+ years,Excellent (100% on-time),Excellent (100% on-time),2.4,6+ Late Payments in Last 12 Months,0.8341,Credit Card + One Loan Type,5-10 Years,No Insurance,15,51.72
29d4056e-10f4-45e5-bdb3-e9a900252855,Nancy Sanders,52,Female,High School,12349,4672.55,Contract,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.64,Always On Time,0.12136,Credit Card + One Loan Type,1-3 Years,No Insurance,11,76.77
ba2c43ec-43f8-4fcf-8997-0b27dbdcfb3d,Antonio Valenzuela,25,Female,Diploma,3429,2950.22,Unemployed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.16,6+ Late Payments in Last 12 Months,0.33051,Only Loans,5-10 Years,Irregular Payments/Expired,55,49.47
381692f5-10eb-46b1-8979-a0e17b8fe7cf,Lisa Dyer,41,Male,Postgraduate,1906,736.7,Full-Time,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),2.59,3-5 Late Payments in Last 12 Months,0.28764,Only Loans,5-10 Years,Irregular Payments/Expired,12,64.93
2a6504e1-fb2f-4e8c-aa46-391177e2f124,Emily Myers,36,Female,Postgraduate,10041,4243.75,Part-Time,2-5 years,Excellent (100% on-time),Good (90-80% on-time),2.37,Always On Time,0.05786,Only Loans,1-3 Years,No Insurance,54,71.2
1d3ea32c-7e54-4a1e-ac30-4971ecc11ecb,Nicole Graham,53,Female,Graduate,8725,3906.7,Full-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),2.23,1-2 Late Payments in Last 12 Months,0.59952,Only Credit Card,<6 Months,No Insurance,73,46.48
cfcae6b9-75a8-41d7-ab5e-ebe91478e20e,William Sullivan,67,Female,Graduate,8516,7322.13,Self-Employed,5+ years,Fair(80-70% on-time),Fair(80-70% on-time),1.16,Always On Time,0.79879,Only Loans,5-10 Years,No Insurance,63,52.72
ba5916c5-9de6-4f2c-97bd-9ee6e63f6d3a,Hannah Heath,69,Female,PhD,2909,2191.72,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.33,Always On Time,0.99233,No Credit,6-12 Months,All Active but One Missed Renewal,75,47.11
780b8dc0-d9c0-447b-9f43-04e4fabdc4aa,Nichole Cruz,60,Female,Diploma,3137,2427.47,Full-Time,Less than 6 months,Fair(80-70% on-time),Fair(80-70% on-time),1.29,Always On Time,0.93603,Credit Card + One Loan Type,5-10 Years,No Insurance,49,52.54
93b91ea1-4211-4052-b4de-bda7f4a6af9d,Mrs. Heather Pollard,44,Male,Diploma,12237,4440.26,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),2.76,1-2 Late Payments in Last 12 Months,0.04933,Only Loans,3-5 Years,All Active and Paid On Time,74,74.15
e6bd4bbc-e3a0-4a3c-8c44-d60f8efe59c3,John Howe,49,Male,Diploma,7676,6154.51,Self-Employed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.25,1-2 Late Payments in Last 12 Months,0.25751,Credit Card + One Loan Type,3-5 Years,All Active but One Missed Renewal,79,65.75
a1ab975e-54a2-415d-bdfb-0259d07b3c55,Lisa Thompson,31,Female,High School,4739,2582.36,Part-Time,2-5 years,Good (90-80% on-time),Fair(80-70% on-time),1.84,Always On Time,0.41212,Credit Card + Multiple Loan Types,6-12 Months,All Active and Paid On Time,25,69.83
27d54ab0-86d6-4946-9397-abdfaa399b2c,Heather Trujillo,35,Female,Diploma,11125,5091.84,Self-Employed,5+ years,Good (90-80% on-time),Excellent (100% on-time),2.18,1-2 Late Payments in Last 12 Months,0.87501,Credit Card + Multiple Loan Types,1-3 Years,All Active but One Missed Renewal,86,56.24
b770beaf-d5da-408b-ae94-c0b5aaf1c938,Susan Hughes MD,45,Male,PhD,9666,6238.92,Unemployed,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.55,1-2 Late Payments in Last 12 Months,0.36008,Credit Card + One Loan Type,1-3 Years,Irregular Payments/Expired,94,55.69
476a3991-aebe-47a2-8521-e25e96fbcb7e,Kristin Huynh,46,Female,Graduate,8495,6739.17,Contract,5+ years,Excellent (100% on-time),Poor(<70% on-time),1.26,1-2 Late Payments in Last 12 Months,0.57031,Only Loans,6-12 Months,All Active and Paid On Time,73,50.85
e586ee20-c73e-49e9-9806-9315ce62665f,Samantha Bullock,33,Female,Graduate,11294,8664.66,Part-Time,6-12 months,Excellent (100% on-time),Poor(<70% on-time),1.3,Always On Time,0.65959,Only Credit Card,5-10 Years,Some Regular Policies,97,52.29
05b08ce0-d09f-4fc4-b9e8-2ba53ecbc10b,Kathleen Davis,52,Female,PhD,9442,7874.61,Unemployed,2-5 years,Excellent (100% on-time),Poor(<70% on-time),1.2,3-5 Late Payments in Last 12 Months,0.29796,Credit Card + One Loan Type,<6 Months,No Insurance,6,53.71
5401e034-45ae-45d2-bbbf-d6926f125321,Suzanne Fields,64,Female,Below High School,6251,5356.35,Part-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.17,Always On Time,0.58194,Only Credit Card,1-3 Years,Irregular Payments/Expired,15,57.69
7fb63b12-4cf2-4624-8243-0329f09fe936,Bruce Brown,48,Female,Diploma,15963,7069.59,Full-Time,2-5 years,Good (90-80% on-time),Fair(80-70% on-time),2.26,1-2 Late Payments in Last 12 Months,0.05089,No Credit,1-3 Years,All Active but One Missed Renewal,90,58.9
679b03d4-fdc6-4ebf-b96a-3419f906dfde,Aaron Price,21,Female,Graduate,8106,4493.28,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.8,6+ Late Payments in Last 12 Months,0.48018,Only Loans,10+ Years,All Active but One Missed Renewal,3,59.19
4ce33ed4-9779-4ead-b3bc-daee0d211dc4,Kaylee Gay,54,Female,Graduate,9371,2893.55,Full-Time,1-2 years,Excellent (100% on-time),Fair(80-70% on-time),3.24,1-2 Late Payments in Last 12 Months,0.37854,Only Credit Card,5-10 Years,Irregular Payments/Expired,59,62.65
1b435fdc-41f4-4834-9cf5-d1fccd3a7e73,Cynthia Dawson,34,Female,Below High School,5401,4469.83,Part-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.21,1-2 Late Payments in Last 12 Months,0.35575,Credit Card + Multiple Loan Types,1-3 Years,All Active but One Missed Renewal,27,68.21
393f8079-8e15-4734-a5e1-7dadd2f62f9d,Kristy Blevins,56,Male,Graduate,6278,2465.64,Full-Time,5+ years,Fair(80-70% on-time),Excellent (100% on-time),2.55,Always On Time,0.23489,Only Loans,5-10 Years,All Active and Paid On Time,46,77.74
e1789474-380d-4643-8891-e9bcd83060dc,Destiny Brown,65,Male,Graduate,11751,9599.21,Part-Time,2-5 years,Excellent (100% on-time),Poor(<70% on-time),1.22,3-5 Late Payments in Last 12 Months,0.81773,Only Loans,5-10 Years,All Active and Paid On Time,39,50.18
e7b986cb-76df-4b9a-bfad-4b74f4c800a4,Emily Santos,63,Female,Graduate,11841,5892.47,Part-Time,5+ years,Excellent (100% on-time),Fair(80-70% on-time),2.01,Defaulted/Collection,0.88192,Credit Card + One Loan Type,<6 Months,No Insurance,19,35.15
b2879bdd-193d-4b13-ad11-b850273beecb,Michael Lynch,43,Female,Graduate,6768,3525.32,Full-Time,1-2 years,Excellent (100% on-time),Poor(<70% on-time),1.92,Always On Time,0.88813,Only Credit Card,10+ Years,Some Regular Policies,59,55.49
69a31ab6-5ced-4a62-817e-f8408ace3a10,Lori Clay,65,Female,Diploma,7102,2297.35,Part-Time,1-2 years,Good (90-80% on-time),Excellent (100% on-time),3.09,1-2 Late Payments in Last 12 Months,0.39611,Credit Card + Multiple Loan Types,3-5 Years,All Active and Paid On Time,20,76.28
910aeb6f-6b56-4091-a65c-9da5be160640,Keith Sweeney,56,Female,High School,13641,6767.67,Contract,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.02,3-5 Late Payments in Last 12 Months,0.25916,Only Credit Card,3-5 Years,Irregular Payments/Expired,41,56.22
3e141965-14c4-422c-8c90-cdc454ca6257,Jake Robles,58,Male,Graduate,14515,12091.26,Full-Time,5+ years,Excellent (100% on-time),Poor(<70% on-time),1.2,Always On Time,0.09841,Credit Card + Multiple Loan Types,5-10 Years,All Active but One Missed Renewal,77,76.96
f2d058ca-7b2e-429d-9f80-bd12299606d2,John Bishop,21,Male,High School,16487,5198.82,Part-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),3.17,Defaulted/Collection,0.67241,Credit Card + Multiple Loan Types,6-12 Months,All Active but One Missed Renewal,67,45.64
c6642ca9-10fa-42fc-a9b2-a838edac4484,Ronald Edwards,47,Male,PhD,6709,3648.33,Full-Time,1-2 years,Excellent (100% on-time),Poor(<70% on-time),1.84,1-2 Late Payments in Last 12 Months,0.33017,No Credit,<6 Months,No Insurance,65,48.28
0e913294-e3a9-4752-ad16-7ec3505f7c6e,Dana Baker,47,Male,Graduate,9778,3117.62,Unemployed,6-12 months,Excellent (100% on-time),Fair(80-70% on-time),3.14,Always On Time,0.27667,Only Loans,6-12 Months,All Active but One Missed Renewal,50,66.27
6ea28b15-d0a7-43b9-a7ea-ae636f850440,John Moreno,39,Female,Diploma,6345,3315.61,Contract,1-2 years,Excellent (100% on-time),Fair(80-70% on-time),1.91,1-2 Late Payments in Last 12 Months,0.37144,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,19,70.62
fa75b5fc-7921-40b3-aa0a-8302276f8e0d,Samuel Coleman,28,Female,Postgraduate,7471,3015.18,Unemployed,5+ years,Excellent (100% on-time),Good (90-80% on-time),2.48,1-2 Late Payments in Last 12 Months,0.55472,Credit Card + Multiple Loan Types,3-5 Years,All Active and Paid On Time,45,69.83
5ed13afe-f006-496b-9572-fd4107d51b96,Zachary Smith,19,Female,Graduate,2607,1176.62,Full-Time,1-2 years,Good (90-80% on-time),Fair(80-70% on-time),2.22,1-2 Late Payments in Last 12 Months,0.16193,Only Credit Card,1-3 Years,All Active and Paid On Time,47,64.63
7c8c9267-3c55-4d3a-8ed9-92e01e4415f4,Amber Morse,61,Male,Diploma,6772,5597.46,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.21,3-5 Late Payments in Last 12 Months,0.96134,Only Loans,6-12 Months,All Active but One Missed Renewal,20,46.76
ed86a0c9-7dea-4676-bf6f-b946e10d1490,Stephanie Wilson,29,Female,Postgraduate,5474,3074.36,Full-Time,1-2 years,Good (90-80% on-time),Poor(<70% on-time),1.78,1-2 Late Payments in Last 12 Months,0.73261,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,60,59.52
36ca9390-96a2-479d-a576-d828f5517659,Tanya Murphy,47,Female,Postgraduate,14996,6962.32,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),2.15,1-2 Late Payments in Last 12 Months,0.04679,Only Credit Card,1-3 Years,All Active and Paid On Time,51,72.32
3c304193-d975-4f32-ae1b-670f67c2e684,Edwin Clark MD,53,Male,Graduate,14353,9381.16,Part-Time,1-2 years,No history,Excellent (100% on-time),1.53,1-2 Late Payments in Last 12 Months,0.30679,Credit Card + Multiple Loan Types,3-5 Years,All Active but One Missed Renewal,33,67.82
cdf5a57f-9c4e-4e7f-be44-b4c74955f0b0,Kimberly White,35,Male,Below High School,1672,644.16,Unemployed,6-12 months,Poor(<70% on-time),Good (90-80% on-time),2.6,6+ Late Payments in Last 12 Months,0.05027,Only Loans,<6 Months,Irregular Payments/Expired,21,48.18
99155bef-28c0-4e9b-960b-63a92a36856d,James Dixon,43,Male,Graduate,4352,1982.92,Part-Time,1-2 years,Good (90-80% on-time),Good (90-80% on-time),2.19,1-2 Late Payments in Last 12 Months,0.22949,Only Loans,1-3 Years,Irregular Payments/Expired,14,64.46
da6b391d-6079-4657-97ec-147d53bfa311,Rachel Wallace,24,Male,Postgraduate,13049,8191.49,Unemployed,1-2 years,Poor(<70% on-time),Good (90-80% on-time),1.59,Always On Time,0.28659,No Credit,<6 Months,All Active and Paid On Time,88,52.28
151248e1-1504-4b41-99c4-d7d61537846c,Danny Smith,18,Male,High School,5419,2397.98,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),2.26,1-2 Late Payments in Last 12 Months,0.71798,Only Credit Card,5-10 Years,All Active but One Missed Renewal,94,54.1
26696e53-022c-4449-bcc8-39fbcbd363a5,Tonya Ward,43,Female,Diploma,2352,1663.99,Unemployed,6-12 months,Good (90-80% on-time),Fair(80-70% on-time),1.41,Always On Time,0.71874,Only Loans,6-12 Months,All Active and Paid On Time,82,48.92
e5865a54-7e1e-45dd-adb4-f81c8a55b7c4,Jacob Brown,40,Female,Postgraduate,12952,7705.08,Full-Time,6-12 months,Excellent (100% on-time),Fair(80-70% on-time),1.68,Defaulted/Collection,0.04533,Only Credit Card,6-12 Months,All Active but One Missed Renewal,59,47.19
cb28ac77-f855-4dab-af33-268417a1f56e,Christopher Mcdonald,43,Male,Below High School,10011,7640.33,Unemployed,6-12 months,Good (90-80% on-time),Good (90-80% on-time),1.31,1-2 Late Payments in Last 12 Months,0.58813,Credit Card + Multiple Loan Types,10+ Years,All Active but One Missed Renewal,96,56.99
26e21c56-a5e1-48aa-b287-b9a1cedf8af6,Jeffrey Dixon,62,Female,Postgraduate,8497,7383.44,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.15,Always On Time,0.96091,Credit Card + One Loan Type,<6 Months,All Active but One Missed Renewal,47,55.72
78a118df-0088-4a76-8d25-c8d0fde90c2d,Veronica Reed,23,Female,Graduate,9174,3389.64,Unemployed,1-2 years,Excellent (100% on-time),Good (90-80% on-time),2.71,Defaulted/Collection,0.62837,Credit Card + Multiple Loan Types,6-12 Months,All Active but One Missed Renewal,4,50.86
4a9ab305-222b-462a-885e-05182d756dd3,Barbara Lucero,23,Female,Graduate,9479,4747.07,Full-Time,2-5 years,Poor(<70% on-time),Fair(80-70% on-time),2,Always On Time,0.96055,Only Loans,6-12 Months,All Active and Paid On Time,37,51.5
adc1e2f7-5de4-40f7-97f4-d848fbd3d538,Melissa Wiley,61,Female,Below High School,5013,2465.04,Full-Time,5+ years,Excellent (100% on-time),Poor(<70% on-time),2.03,6+ Late Payments in Last 12 Months,0.38056,Only Loans,5-10 Years,Irregular Payments/Expired,18,53.52
b3322d31-d3a6-4f0c-ab07-8653af878674,Anita Johnson,25,Male,Postgraduate,8632,3372.61,Part-Time,1-2 years,Good (90-80% on-time),Excellent (100% on-time),2.56,3-5 Late Payments in Last 12 Months,0.45978,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,69,64.19
1667b920-926e-4991-aa82-cac85b74c4d1,Samantha Garcia,41,Female,Diploma,10464,8226.61,Part-Time,1-2 years,Good (90-80% on-time),Excellent (100% on-time),1.27,1-2 Late Payments in Last 12 Months,0.49549,Only Credit Card,10+ Years,All Active and Paid On Time,30,63.67
4f4cea72-e493-4415-aa4b-f5dc0a599c13,Micheal Summers,39,Female,Graduate,2628,1986.58,Self-Employed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.32,1-2 Late Payments in Last 12 Months,0.92395,Only Loans,3-5 Years,No Insurance,47,49.16
ff0e88ea-09f8-4e6f-9997-b85154842b4d,Mark Williams III,36,Female,Graduate,2198,1298.26,Unemployed,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.69,6+ Late Payments in Last 12 Months,0.38028,Only Loans,6-12 Months,Some Regular Policies,93,42.66
0a1d9238-fcf9-4bbb-9514-9d1a95368ae6,Andrea Patterson,54,Male,Postgraduate,14516,9038.57,Self-Employed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.61,1-2 Late Payments in Last 12 Months,0.98342,Only Loans,6-12 Months,All Active and Paid On Time,99,46.13
ec2c4f79-d249-48d2-800d-f7649d46ea9a,Sara Robinson,35,Female,PhD,13158,4417.49,Contract,6-12 months,Fair(80-70% on-time),Good (90-80% on-time),2.98,1-2 Late Payments in Last 12 Months,0.54313,Only Loans,5-10 Years,Some Regular Policies,53,60.43
e5a5788e-2b80-41ed-8a1f-783a31372ca1,Kaitlyn Graves,48,Male,Graduate,6709,4248.84,Full-Time,6-12 months,Poor(<70% on-time),Good (90-80% on-time),1.58,1-2 Late Payments in Last 12 Months,0.21812,Credit Card + One Loan Type,10+ Years,All Active but One Missed Renewal,28,71.01
7d883d25-fe54-4772-92fe-2d04640fac70,Raymond Hoffman,54,Male,Diploma,4116,3189.1,Self-Employed,1-2 years,Good (90-80% on-time),Excellent (100% on-time),1.29,Always On Time,0.10369,Only Loans,10+ Years,No Insurance,44,72.59
4a9b0dc7-97e7-4b55-846f-c2131b87a428,Lauren West,47,Male,PhD,14483,9331.35,Part-Time,5+ years,Fair(80-70% on-time),Excellent (100% on-time),1.55,1-2 Late Payments in Last 12 Months,0.17287,Only Credit Card,5-10 Years,Some Regular Policies,88,62.59
1259d654-86ad-4b8e-963b-ca599d8d2752,Sara Harris,59,Male,Graduate,9943,4565.66,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.18,Always On Time,0.03928,Credit Card + Multiple Loan Types,5-10 Years,All Active and Paid On Time,24,88.19
237c56bb-48d1-40c6-9cdc-546cd4f0fd63,Brittany Wood,50,Female,Diploma,8875,6217.19,Part-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.43,Always On Time,0.69231,Credit Card + One Loan Type,3-5 Years,Some Regular Policies,6,69.19
da36967d-9b2d-4eee-b65b-b06910a012b2,Lindsey Bennett,27,Male,High School,2294,1185.75,Self-Employed,5+ years,Excellent (100% on-time),Fair(80-70% on-time),1.93,1-2 Late Payments in Last 12 Months,0.5169,No Credit,5-10 Years,All Active and Paid On Time,82,55.89
c6acdcaf-a4ba-4ef5-a84a-f9d8428e31ed,Jason Jenkins,54,Male,Postgraduate,7977,5000.97,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.6,1-2 Late Payments in Last 12 Months,0.73792,Only Loans,<6 Months,All Active but One Missed Renewal,53,51.28
7f151663-189b-4535-83cf-ed3bb32f7256,Brad Turner,29,Male,Diploma,15215,9015.48,Full-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),1.69,Always On Time,0.78226,Only Credit Card,1-3 Years,Some Regular Policies,90,50.01
48a05e4f-b064-472a-b94a-6d319b428238,Barbara Woods,47,Male,Graduate,15040,7951.72,Part-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.89,Always On Time,0.93136,Only Loans,1-3 Years,All Active but One Missed Renewal,69,54.87
56b243cd-da26-4c89-a4b5-6f4e08335cee,Elizabeth Miller,44,Male,Graduate,8674,6343.53,Full-Time,1-2 years,Good (90-80% on-time),Good (90-80% on-time),1.37,Always On Time,0.117,Only Loans,3-5 Years,All Active but One Missed Renewal,4,76.35
79004406-b1e5-4a88-a9ad-b01daa3e009c,Kimberly Olsen,56,Female,High School,5466,4538.56,Full-Time,1-2 years,Excellent (100% on-time),Good (90-80% on-time),1.2,1-2 Late Payments in Last 12 Months,0.1861,No Credit,1-3 Years,All Active and Paid On Time,79,57.26
f3a2e957-5bd7-4a7c-b3d7-9809cf6de802,Stephanie Price,26,Male,Graduate,9844,2983.99,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),3.3,1-2 Late Payments in Last 12 Months,0.54827,Credit Card + One Loan Type,1-3 Years,Some Regular Policies,19,67.89
a74b151c-4b2c-4c4e-8e70-263a8245b08f,Colton Evans,38,Female,High School,6594,5671.96,Unemployed,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),1.16,Always On Time,0.12952,Only Credit Card,3-5 Years,All Active and Paid On Time,13,71.17
6b000e3b-66ae-492a-908c-1e18b4a5f712,Hannah Steele,29,Female,Graduate,16263,9870.16,Full-Time,Less than 6 months,Good (90-80% on-time),Excellent (100% on-time),1.65,6+ Late Payments in Last 12 Months,0.09272,Only Credit Card,1-3 Years,All Active and Paid On Time,56,55.52
cb5475bf-3c31-485d-ae35-0ed7ce955086,Eric Stevenson,46,Male,Graduate,5960,4293.82,Unemployed,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.39,Always On Time,0.66634,No Credit,<6 Months,All Active but One Missed Renewal,44,52.92
aa8fb624-4f2f-4eb3-98dd-0b26fc0ea898,Wayne Proctor,50,Female,Graduate,4916,3998.55,Full-Time,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.23,Always On Time,0.72471,Credit Card + One Loan Type,10+ Years,All Active but One Missed Renewal,30,70.33
7616e3a2-3d9d-49d4-b5e6-6d4c539cb0bb,Tristan Arnold,60,Female,Postgraduate,14381,8344.75,Full-Time,Less than 6 months,Good (90-80% on-time),Good (90-80% on-time),1.72,Defaulted/Collection,0.8434,Only Loans,10+ Years,All Active and Paid On Time,59,41.28
096b9227-27bc-4004-b407-2f12261292e0,Andres Daniels,32,Female,Postgraduate,15100,12094.87,Part-Time,6-12 months,Excellent (100% on-time),Fair(80-70% on-time),1.25,1-2 Late Payments in Last 12 Months,0.91575,Only Loans,<6 Months,All Active and Paid On Time,74,42.1
e0094827-9672-463f-8f0a-1d5b14570a44,Brian Carter,19,Male,Postgraduate,15302,6221.36,Part-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),2.46,Always On Time,0.4425,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,49,72.56
ff8bb891-1b90-4e3f-a5ce-5ac51e22c6b2,Rachel Hickman,69,Male,Below High School,6433,2544.25,Part-Time,5+ years,Good (90-80% on-time),Excellent (100% on-time),2.53,6+ Late Payments in Last 12 Months,0.97987,Only Credit Card,5-10 Years,All Active and Paid On Time,79,41.57
b9076ff3-263a-484e-a048-ba6e72ec6f04,Jerome Pierce,56,Male,High School,3676,2552.92,Part-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.44,Always On Time,0.03789,Only Loans,3-5 Years,Some Regular Policies,42,74.41
552dad08-c536-40a2-8850-4c6b12cd1aeb,Jason Perez,61,Male,Graduate,10663,8765.9,Full-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.22,Defaulted/Collection,0.87013,Only Credit Card,1-3 Years,All Active and Paid On Time,50,36.08
3d3fc0e0-944b-4f07-91e8-44c9b00ecc67,Olivia Anderson,35,Male,PhD,8064,6737.11,Self-Employed,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.2,Always On Time,0.32148,No Credit,5-10 Years,All Active and Paid On Time,54,69.01
68edeed7-6f72-4a94-bb49-ecf3b7f8d284,Christopher Summers,20,Male,Postgraduate,8922,6122.67,Part-Time,1-2 years,Excellent (100% on-time),Good (90-80% on-time),1.46,6+ Late Payments in Last 12 Months,0.92171,Only Loans,3-5 Years,All Active and Paid On Time,32,45.11
ab13b31a-a4f1-4126-ae0c-2cb51f63ed1f,Daniel Holmes,24,Male,Postgraduate,2437,1499.47,Full-Time,1-2 years,Good (90-80% on-time),Fair(80-70% on-time),1.63,Always On Time,0.2226,Only Credit Card,6-12 Months,Irregular Payments/Expired,36,61.95
bab8ad70-8d57-4064-abf0-a4f1f14cd6f2,Cynthia Stanley,60,Female,Diploma,3795,1893.08,Unemployed,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),2,Defaulted/Collection,0.74099,Credit Card + One Loan Type,3-5 Years,All Active and Paid On Time,51,43.05
b588489e-effb-4197-8d73-a782967197ec,Randy Nguyen,35,Female,Graduate,6644,5899.87,Contract,1-2 years,Fair(80-70% on-time),Good (90-80% on-time),1.13,3-5 Late Payments in Last 12 Months,0.42546,Only Loans,6-12 Months,Some Regular Policies,88,42.55
a7fb859f-7925-4d0f-a545-5ccc35b39c0e,Michelle Hernandez,61,Male,Graduate,13043,6414.77,Part-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),2.03,Always On Time,0.38146,Only Credit Card,3-5 Years,All Active but One Missed Renewal,55,69.37
640b1814-2812-49bc-9d3c-d2be08a97c0f,Aaron Osborne,55,Female,High School,16636,12418.97,Unemployed,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.34,6+ Late Payments in Last 12 Months,0.05942,Only Loans,5-10 Years,All Active and Paid On Time,11,63.08
0c858251-10e9-40ff-9857-8862310565b6,Ruben Stark,54,Male,Below High School,3789,2346.11,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.62,1-2 Late Payments in Last 12 Months,0.70591,Only Credit Card,1-3 Years,All Active and Paid On Time,73,50.05
